,text,emotion_label,stress_label
5538,kalo mereka main bareng lagi gue ga kaget sihh,neutral,0.36
5539,pake ikut2an kaget segala,neutral,0.24
5540,pura-pura kaget biar dia gak malu,neutral,0.3
5541,"heran doang, kaget doang, ngemeng doang..",neutral,0.27
5542,"saya avail hari, besok sampai tanggal 11. saya bukan hantu jadi tak suka ghosting, malah suka nyariin takut kamu hilang. vibes saya banyak yang bilang om-om dari segi dewasa dan jokesnya juga, ditambah selera humor saya rendah jadi ya lucu terus, sayanya.",neutral,0.33
5543,hi kak! lagi cari app prem? pengen cepet juga? ada nih! lengkap + fast respon + testi on pinned yaa yuk langsung dm! t jual netflix murah spotify wetv kaget nikah all of us are dead,neutral,0.36
5544,ada nih kak isvaya ( ) nderr! kalo masih ragu boleh cek dulu profiles nya di flipbook atau langsung aja dm ke charie yaa,neutral,0.36
5545,sorry tp kenapa takut eh kalau cert mysj jadi putih? as long kite bertegas dah amik 2 dose. should be fight jela balik kan? even kj ugut mcm tu,neutral,0.22
5546,"jangan takut akan perubahan kita mungkin kehilangan sesuatu yang baik, namun kita akan peroleh sesuatu yang lebih baik lagi",neutral,0.36
5547,yang serius wa aja saya enggak menerima brondong yang malu,neutral,0.4
5548,"dikit2 kaget dikit2 kaget, kaget koq cuma sedikit",neutral,0.22
5549,"aku ga bisa rekomendasiin punya aku, soalnya ada cacat dikit trus bau karet nya nyengat banget banyak ko toko yang jual, kamu ketik aja sendal beruang",neutral,0.31
5550,kalau takut kelupaan atau ga keburu bisa mintol temen buat login nder :'d semoga bisa cepet login lagi yaa,neutral,0.4
5551,7 arti mimpi menggali kuburan yang menakutkan: tak perlu takut saat mengalami mimpi menggali kuburan.,neutral,0.31
5552,kalau ketemu dongkrak antik apa gak malah takut itu bocah?,neutral,0.25
5553,"salah satu sudut bibirnya kembali tertarik ke atas membuat senyum tipis terpatri pada paras tampan miliknya. dengan penuh semangat ia melanjutkan bait dari lagu anak sekolah ini. ""tiap kali kau bermanja gemetar rasa di dada ingin kubisikkan cinta tapi hati ini malu jadinya""",neutral,0.39
5554,sini bestie hi kak! lagi cari app prem? pengen cepet juga? ada nih! lengkap + fast respon + testi on pinned yaa yuk langsung dm! t jual netflix murah spotify wetv kaget nikah all of us are dead,neutral,0.23
5555,"follow aja deh nel coba, nnti lo kenalin sendiri ankanya kyl gimna. tp jgn kaget aklo kisah cinta dia sangat amat teramat kasihan nih acc nya .nnajeaa",neutral,0.25
5556,"hai kak eka, terima kasih jika tidak ada hal lain yang ingin ditanyakan, jangan ragu hubungi kami ya kak apabila ada yang ingin ditanyakan. salam^nisa",neutral,0.38
5557,tida kaget karena u deserve it,neutral,0.36
5558,"/ina ga perlu terbeban harus menang ya, orang blnya juga panik semua di sini, jadi tenang ja",neutral,0.28
5559,"hi kak, mohon maaf terkait kendalanya. terima kasih telah menggunakan layanan anteraja ya kak. apabila ada kendala lain jangan ragu untuk menghubungi kami ya kak. terima kasih ^wh",neutral,0.39
5560,ini telat sih tapi ada 1 line dari au kamu yg paling memorable lupa structure kalimat spesifiknya gimana tapi seinget aku bukan karena tegang tapi karena sayang.. - gak telat sama sekali tell me anytime amd i'll still listen. aku ..,neutral,0.33
5561,varian omicron memiliki karakteristik yang cepat menular dengan gejala klinis yang lebih ringan bahkan tanpa gejala dibandingkan varian sebelumnya. bagi yang terkonfirmasi positif tetap tenang dan jangan panik. selalu jaga prokes 5m,neutral,0.37
5562,"kerana berita palsu bisnes kami jatuh, sos aminah hassan mahu kembali bangkit",neutral,0.24
5563,"join bn la. dapat makan mewah. tak cheapskate. baru semangat buat kerja. tengok semua muka ada senyum. yang muda cheapskate sangat. muka memaseng tegang. tengok bn memaseng pay attention bila ada yg melawak. kalau tgk meja muda, memaseng tunduk je pandang lauk sendiri",neutral,0.38
5564,"dia bikin thread, nanti dia yang malu sendiri pasti. krn bukan tanggung jwb seller kalo udah dilogin",neutral,0.29
5565,benerr koo artinya bikin kaget,neutral,0.32
5566,"amin, smoga semua doa baikpun berbalik ke kamu ya akutuh pgn iseng apply fs cm kok aku ragu, bakor ku blm fasih dan kayanya aku bakal mematung kl hadapan lgsg sm nana. tapi kl utk konser msh bs diusahakan",neutral,0.27
5567,"gak usah takut, angkat tangan aja trus bilang ""sorry but i have a question""",neutral,0.33
5568,"introvert juga tidak sama dengan pemalu atau takut dengan sosialisasi. introvert sama aja kayak org pada umumnya, sosialisasi itu tidak sulit bagi mereka cuman sosialisasi itu menguras energy.",neutral,0.25
5569,"menurutku ya secara acting dah ga diraguin lagi ya si prilly, dapet pesannya juga kok. cuman dr segi alur agak gak pas. bikin kaget kenapa bisa begini/begitu, akhirannya agak gantung juga. 7,5/100.",neutral,0.24
5570,"takpe kalau u rasa yakin,teruskan jangan takut",neutral,0.25
5571,pejabat pd kaget mulu tp jantungnya kuat aja ya soalnya kagetnya aslinya ga kaget jg..ehh gimana? maksudnya udah tau,neutral,0.21
5572,ada dengar ceramah ustaz ni pasal riak. macam kalau kita pergi rumah orangkan kita nak solat sunat tapi takut riak. teruskan solat jangan tinggal kerana kalau kita tinggalkan solat kerana riak itu adalah riak.,neutral,0.34
5573,start 12k aja yu hi kak! lagi cari app prem? pengen cepet juga? ada nih! lengkap + fast respon + testi on pinned yaa yuk langsung dm! t jual netflix murah spotify wetv kaget nikah all of us are dead,neutral,0.39
5574,gpp kalo ga aneh takut new owner,neutral,0.25
5575,aku sebenernya panik tpi ttp cantik,neutral,0.2
5576,"udh makan sayang? ""udah. mam lgsg aja, aku jd takut."" .. ""nes prnh ngerasa rumah kita terlalu sepi ga sih?"" ""iya. tp gpp, kan udh biasa."" ""kamu kesepian ga, sendirian di rumah? gaada temennya."" ""hmm .. kadang. tp kan aku bs main ke rumah temen."" .. ""mam ini ada apa sih?""",neutral,0.36
5577,"udah ah kamunya, ada2 aja hehe.. lanjut yah tante, hadiah utamanya blm nih, pengen rasain mulut tante hmmhh..iya-iya,tapi jgn disini yah..di kamar tante aja yuk..malu nih di dpn niko hehe..oke deh.. setuju jaka. mereka kemudian bangkit dan menuju kamar anisa",neutral,0.4
5578,untung g malu se-fandom,neutral,0.32
5579,"malu di jalan, sesat bertanya",neutral,0.38
5580,"ketika ragu menghampiri, ikuti kata hati. beri pertanyaan, rasakan jawaban. terkadang, kamu harus belajar untuk mempercayai hati.",neutral,0.26
5581,infp keknya panik di semua hal sih,neutral,0.31
5582,panik knp atuh kk,neutral,0.24
5583,"nani?? watashi daijoubu desu, tidak perlu khawatir susan-chan",neutral,0.31
5584,sini q tmnin biar mm gk takut klo gelap,neutral,0.37
5585,"bukannya yang ""sudah"" malah dihimbau untuk dilindungi dari yang ""belum"", karena ada khawatir bagi yg ""sudah"" akan jatuh sakit oleh kehadiran mereka yg ""belum""..? belum lagi wacana meski ""sudah"" tetap masih ""bisa"".. pandemi ini memang sebuah test iq",neutral,0.39
5586,nggak kaget. ada pula management rating apps di play store,neutral,0.24
5587,bissmillahirohmanirrohim aja sih. pada takut ina masuk grup neraka padahal ina sering buat tu grup jadi neraka,neutral,0.23
5588,lama lama kan juga terbiasa. teknik ke accounting ya kaget dan gugup karna baru awal,neutral,0.24
5589,gak heran. coba apalagi bisanya cma begitu doang,neutral,0.4
5590,"aku last seen aja sih, sampe kadang lupa kalo wa tuh ada last seennya, tapi enak aja gitu gatau kenapa, kalo centang biru aku tetep nyalain biar yg ngechat tuh ga panik dan udh yakin aku baca kalau hal penting",neutral,0.23
5591,kenapa komennya pada takut sih??,neutral,0.34
5592,"jangankan jatuh setetes air matamu, selembar daun jatuh pun allah tahu, jangan kau ragu akan kebesaran tuhan mu, yang telah mencukupi semua kebutuhan mu",neutral,0.32
5593,"cara jitu lepas dari tanggung jawab : ""saya kaget""",neutral,0.24
5594,jangan takut aku ga gigit kok,neutral,0.23
5595,"i ran alone around 8pm kat kj area, parked my car tepi jalan and dah finished 2-3 loop kot masa tu. then one uncle tanya you tak takut ke lari sorang ni? i said ok je uncle dah biasa sampai la round ke 3, from afar i saw a guy usha2 dalam kereta i. so i stopped 100m apart",neutral,0.33
5596,"semangat lzj, ketemu lky lagi, semoga bisa menang ya sekarang, takut banyak yang anu lagi nanti kalau kalah, stay strong",neutral,0.35
5597,"udh di anggep anak y mana ada takutnya dia, selain itu dia emg percaya sama hal begitu",neutral,0.36
5598,gak malu,neutral,0.22
5599,20. (orang yang mendapat malu di suatu pertemuan) i vote for at the 2022,neutral,0.27
5600,"aku pernah, jadi nanti dikasih pertanyaan kamu seorang individualis atau berkelompok jawab iya tidak ragu ragu, gitu doang",neutral,0.32
5601,"tugasnya membina seluruh prajurit tni ad utk membela nkri dari rongrongan kkb sdr dudung,tp kita bisa lihat di rusia,usa,(konflik ukraina)inggris saat prang malvinas dulu,para jendralnya memimpin terus dilapngan,mrk pd berani turun kelapngan,memang militer didik utk itu,gak takut",neutral,0.34
5602,ngga malu??,neutral,0.28
5603,"kalo nggak kaget, ya heran.. cukup di situ saja",neutral,0.29
5604,"sebenarnya.. aku ragu. tapi baiklah. dia mengulurkan tangannya malu-malu pada sang kawan. ""jangan bawa aku ke tempat yang aneh-aneh, ya.""",neutral,0.37
5605,alamat palsu apa harapan palsu?,neutral,0.27
5606,"pebalap motogp, enea bastianini, sampai harus memakai alat semacam tongkat untuk mengusir hewan yang ia sebut 'batman' itu.",neutral,0.26
5607,jenis takut penyapu tuu,neutral,0.26
5608,"jangan pernah memberi seseorang harapan, jika kamu tak ingin memenuhinya. lebih baik jujur meski pilu, dari pada bahagia tapi palsu.",neutral,0.33
5609,"itu maksud sendernya "" alhamdulillah nggak malu "" gitu yorobun",neutral,0.36
5610,malu dia tuh,neutral,0.4
5611,"sini ka! dijamin file kamu bakal aman karena no repository, no self plagiarism fast proses murah (start from 2k aja) bisa qris pastinya trusted 100% bisa liat testimonials di pinned ku ya! jangan ragu mau cek di aku! fastresp?",neutral,0.38
5612,"ku bantu benerin nder :""",neutral,0.21
5613,"nah iya, mending kalo ada personal chat atau undangan langsung ke kita baru deh dateng semangat sender! kamu gak malu-maluin ko, km kan juga di ajak",neutral,0.36
5614,"dana receh buat 10 org gaiss, doain aku bigwin siang ini makasii",neutral,0.34
5615,loka open verif dijamin amanah trusted juga mastip 15 maret 2022 ramah kok pren tidak galak (.) jangan ragu langsung dm/wa di bionya ya! yg mau verif lainnya juga bisa fast respon : 2,neutral,0.28
5616,kayak nya pada panik simpen permanen data ya?,neutral,0.21
5617,kaget kan lo,neutral,0.2
5618,jelas agar orang ngga takut sama tni..,neutral,0.3
5619,gapapa kaget aja,neutral,0.38
5620,exol juaranya malu-maluin fandom sendiri,neutral,0.27
5621,mahfud mengatakan berita hoaks ini banyak tersebar di sejumlah platform. termasuk media sosial yang sebenarnya diharap jadi wadah interaksi warga secara positif,neutral,0.33
5622,"kalo itu jangan deh, mending parfum soalnya dia kan mirip2 bentukannya, nanti kalo bed takut diekspedisi kena btw berapaan jualnya?",neutral,0.28
5623,justru yg kalo pas main malah pake baju haram itu yg bikin malu. masa sekitar rumah kerudungan giliran keluar malah buka bukaan. justru kebanyakan orng keluar kerudungan tpi daerah rumah ke warung suka pd males (meski harusnya ttp hijaban soalnya wajib nutup aurat),neutral,0.4
5624,aph yg membuat mu ragu nak?,neutral,0.33
5625,"kalo dia emang tidak panik, tinggal lepas tangan, toh akan di bela pendukung nya..",neutral,0.25
5626,"halo kesayangan kakak! kak vin hadir, mau cerita sini sama kakak? kakak udah pernah ngerasain dan sering dicurhatin soal pergamonan. bisa kasih kamu wake up call, biar kamu bisa menentukan langkah kami selanjutnya. tapi jangan takut, kak vin ga akan paksa kamu pake yang serem2",neutral,0.27
5627,"kriteria titit yang enak versi rina: panjang tebal, lurus atau bengkok ke atas, kuat, gampang tegang, lama keluarnya, periode refraktori yang singkat, bisa beberapa rounde.",neutral,0.25
5628,"berapa episode ""siapa takut jatuh cinta""????",neutral,0.29
5629,gue sebagai mantan yeen lovers merasa malu semoga dia cepet tobat dan bantink stir jadi yeen pobic ya.. gws buat temen kamu,neutral,0.29
5630,iyoo daa kawannyo pon banyak nan malu daa caliak ke norak-annya,neutral,0.25
5631,"jangan khawatir curtis jones ada di list b, jadi masih punya kesempatan lihat gocekan maut jones di ucl nanti.",neutral,0.33
5632,yang suka malu-maluin siapa nih? kamu kah?,neutral,0.2
5633,aslii tu orgnya aja hampir mau mukul tp kayanya mikir mikir krn itu anak orang takut jadi dia yg salah,neutral,0.29
5634,alamat palsu,neutral,0.38
5635,"pantesan gelarnya diduga palsu, minimal hasil nyuap. sok keren gunakan istilah coattail (coat tail) . buzzer yg profesornya aja kualitasnya begini, apalagi yg cuma ikut liqo 3 minggu.",neutral,0.37
5636,akan menyelesaikan masalah kita dan kita tidak perlu takut lagi kepada dos kelapan. fasa klinikal dos kesembilan akan mengesahkan bahawa antibodi akan stabil selepas dos kesepuluh. dos kesebelas akan menjamin bahawa mutasi baru tidak akan terhasil dan tiada sebab untuk kita,neutral,0.35
5637,"bolos, katanya takut kena congorna",neutral,0.21
5638,tuh testi dari orang yg make maskernya . jangan ragu lagi guys buruan pesen aja,neutral,0.37
5639,kaget? takut karna kemarin mintanya kurang banyak..??,neutral,0.27
5640,"apa lah nak jadi. cuba terapkan dalam diri kehidupan, kalau mampu jangan ambil bahagian orang yang tak mampu. sebab takut atas sebab ketamakkan kita, orang yang betul2 perlu tak dapat bahagian dia. kau rasa halal ke bahagian yang kau ambil tu kalau dah menipu?",neutral,0.29
5641,engga soalnya rambut gw jelek + malu auratnya keliatan kaya ga nyaman gitu kalo gw,neutral,0.39
5642,ga takut tp gapernah,neutral,0.21
5643,"halo siang kak , nyambung ke ursula nih^^ sorry udah bikin gelisah izin cek ya - ursula",neutral,0.2
5644,langsung swab pcr ya nder. gausah takut. nanti obatnya gratis ko dari pemerintah. nothing to worries biar ga nyebarin ke yang lain juga kalau udah ketahuan,neutral,0.22
5645,bersabar itu jauh berbeda dengan tidak bertindak karena pesimis dan takut. bersabar itu bertahan dalam sikap baik,neutral,0.27
5646,"sebentar lagi mereka kaget, karena ada rencana akan ada ibukota halu",neutral,0.38
5647,. kaget. beneran rp thai yang cewek kayanya lama-lama bakal gak ada rpnya. itu berati bener ya soalnya fanbase sana mah official gitu.,neutral,0.39
5648,"jangankan fandom lain, orang orang 1 fandom mereka yang malu sama kelakuan circle ini aja ga di dengerin haha kalo sakit psikis better bawa ke psikiater si.",neutral,0.26
5649,gw baru tau yukimi keluar band gegara punggungnya bakal cacat kalo doi masih main drum..,neutral,0.29
5650,rasul palsu kayaknya..,neutral,0.37
5651,"itu ceweknya udah kepalang malu juga teh jadi buru buru dibalikin, mau bayarin ntar dikira apa lagi gitu kan, orang gak kenal",neutral,0.34
5652,seperti tki yg kaget dengan germerlap kota kuala lumpur,neutral,0.35
5653,tanpa baju kita malu tanpa media sosial kita bosan tanpa orangtua kita takkan ada di dunia ini tanpa allah we're nothing.,neutral,0.29
5654,ga jadi malu satu fandom,neutral,0.3
5655,jangan ragu-ragu?,neutral,0.31
5656,malu mu mahkota yg tidak perlukan singgahsana~~,neutral,0.31
5657,o engga jadi deng. kayanya itu pas kota udah temenan ama orang dapet tiket y g c?,neutral,0.22
5658,masih bisa sampai tanggal 14 jangan panik tenang aja,neutral,0.39
5659,"takut tapi tetap percayalah diri, bismilah yuk bisa yuk",neutral,0.22
5660,berani menahan malu demi menyusui anaknya itulah seorang ibu,neutral,0.34
5661,"kami respon via dm ya kak, untuk nomor internetnya yang di info via mention harap dihapus ya karena merupakan privasi pelanggan yang khawatir di salah gunakan oleh pihak yang tidak bertanggung jawab, terima kasih. - lia",neutral,0.37
5662,hapuskan semua gelisah,neutral,0.35
5663,"wts acc rp y13 f1k - v email (dpt pass email), vall + 1k - go green - masuk ht mt - jarang ke ?72h - bukan bekas sus - enak di upfoll 65k,,t. wts tawarin need murce ijo",neutral,0.24
5664,paling enak tuh berkreasi di kostan emang,neutral,0.38
5665,"erick thohir ajak pr warga manfaatkan lahan perumahan mjdi lokasi pertanian. erick pun gagas energi tani. gerakan ini utk membumikan semangat bertani dlm masyarakat bisa menghasilkan produk2 pertanian secara mandiri.,",neutral,0.29
5666,aku bahagia karena satu hal karena aku bermimpi. aku suka sekali bermimpi dan selalu berusaha untuk mewujudkan nya. -hara (kara),neutral,0.37
5667,bahagia rasanya putri asli papua kakak fientje maritje suebu sebagai duta besar ri untuk selandia baru. papua = torang torang = indonesia indonesia = papua papua harus tetap bersama indonesia.,neutral,0.31
5668,"kalau komik gl gini jarang yg sad ending, biasanya konfliknya yg banyak tp akhirnya bahagia, beda kalau udah masuk di drama, biasanya kbnyakan sad ending",neutral,0.31
5669,"mungkin lain kali dia bisa menyatakannya secara jelas. walau begini, dia cukup senang. semuanya tenang sampai matanya bertemu dengan mata inupi yang baru saja datang.,inupi terlihat marah dan kesal, dari tatapannya saja draken sudah tahu. ia berdehem kecil namun draken-",neutral,0.27
